0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Prijs,€ 75.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Overname (Bedrijfsvastgoed),Woonopp.,op aanvraag »,Grondopp.,op aanvraag »,Handelsopp.,120 m²,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KHU1H,Days: 87,,,,,,,,,
Prijs,€ 299.000,Adres,"Avenue des Croix de Guerre 345, 1120 Neder-over-Heembeek",Type,Appartement,Woonopp.,105 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,1968,EPC,353 kWh/m²,Energieklasse,https://www.zimmo.be/nl/neder-over-heembeek-1120/te-koop/appartement/KHTYP,Days: 70,,,,,,,,,,,
Prijs,€ 1.350.000,Adres,"Karabiniersplein 15, 1000 Brussel",Type,Kantoorruimte (Bedrijfsvastgoed),Woonopp.,427 m²,Grondopp.,489 m²,Handelsopp.,op aanvraag »,Badkamers,1,Garages,1,Bebouwing,gesloten,Bouwjaar,1915,EPC,339 kWh/m²,Energieklasse,KI,€ 3.339,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KHTQ4,Days: 34,,,,,
Prijs,€ 1.350.000,Adres,"Karabiniersplein 15, 1000 Brussel",Type,Herenhuis (Huis),Woonopp.,427 m²,Grondopp.,489 m²,Slaapkamers,5,Badkamers,1,Garages,1,Bebouwing,gesloten,Bouwjaar,1915,EPC,339 kWh/m²,Energieklasse,KI,€ 3.339,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KHTPO,Days: 148,,,,,
Prijs,€ 530.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,108 m²,Slaapkamers,3,Badkamers,1,Bouwjaar,2014,EPC,79 kWh/m²,Energieklasse,KI,€ 1.449,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHTOX,Days: 54,,,,,,,,,,
Prijs,€ 530.000,Adres,"Steenweg op Etterbeek 57 / 23, 1040 Etterbeek",Type,Appartement,Woonopp.,108 m²,Slaapkamers,3,Badkamers,1,Bouwjaar,2014,EPC,79 kWh/m²,Energieklasse,KI,€ 1.449,https://www.zimmo.be/nl/etterbeek-1040/te-koop/appartement/KHTOV,Days: 145,,,,,,,,,,,
Prijs,€ 319.000,Adres,"Zilverstraat 16 / 3.06, 1000 Brussel",Type,Appartement,Woonopp.,88 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2012,EPC,92 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHSUQ,Days: 97,,,,,,,,,,,
Prijs,€ 2.750.000,Adres,"Straat niet gekend,",1050 Elsene,Type,Woning (Huis),Woonopp.,758 m²,Grondopp.,op aanvraag »,Slaapkamers,5,Bebouwing,gesloten,Bouwjaar,1914,EPC,298 kWh/m²,Energieklasse,KI,€ 5.862,Vrij op,onmiddellijk,https://www.zimmo.be/nl/elsene-1050/te-koop/huis/KHTNM,Days: 143,,,,,,
Prijs,€ 170.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,50 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,518 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHSPN,Days: 475,,,,,,,,,,,,
Prijs,€ 795.000,Adres,"Straat niet gekend,",1050 Elsene,Type,Appartement,Woonopp.,200 m²,Slaapkamers,3,Badkamers,2,Garages,1,Bouwjaar,op aanvraag »,EPC,201 kWh/m²,Energieklasse,KI,€ 4.147,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/elsene-1050/te-koop/appartement/KHSK3,Days: 86,,,,,,
Prijs,€ 199.000,Adres,"Koopliedenstraat 2, 1000 Brussel",Type,Appartement,Woonopp.,60 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,308 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHS5U,Days: 220,,,,,,,,,,,
Prijs,€ 195.000,Adres,"Koopliedenstraat 2, 1000 Brussel",Type,Appartement,Woonopp.,60 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,308 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHS5V,Days: 258,,,,,,,,,,,
Prijs,€ 365.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,88 m²,Slaapkamers,2,Badkamers,2,Bouwjaar,2014,EPC,73 kWh/m²,Energieklasse,KI,€ 1.291,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHS6Y,Days: 93,,,,,,,,,,
Prijs,€ 749.000,Adres,"Rue des Gravelines 46, 1000 Brussel",Type,Woning (Huis),Woonopp.,250 m²,Grondopp.,111 m²,Slaapkamers,5,Badkamers,4,Bebouwing,gesloten,Bouwjaar,1915,EPC,295 kWh/m²,Energieklasse,KI,€ 1.703,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KHRH5,Days: 183,,,,,,,
Prijs,€ 945.000,Adres,"Boulevard de la Cambre 62, 1000 Brussel",Type,Appartementsgebouw (Bedrijfsvastgoed),Woonopp.,300 m²,Grondopp.,156 m²,Handelsopp.,op aanvraag »,Badkamers,2,Bebouwing,gesloten,Bouwjaar,1902,EPC,384 kWh/m²,Energieklasse,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KHROS,Days: 51,,,,,,,
Prijs,€ 895.000,Adres,"Avenue Louise 214, 1050 Elsene",Type,Appartement,Woonopp.,280 m²,Slaapkamers,3,Badkamers,2,Garages,1,Bouwjaar,1934,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/elsene-1050/te-koop/appartement/KHR8P,Days: 148,,,,,,,,,,
Prijs,€ 299.000,Adres,"Avenue des Croix de Guerre 345, 1020 Neder-over-Heembeek",Type,Appartement,Woonopp.,105 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,1968,EPC,353 kWh/m²,Energieklasse,https://www.zimmo.be/nl/neder-over-heembeek-1020/te-koop/appartement/KHRA8,Days: 99,,,,,,,,,,,
Prijs,€ 795.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,170 m²,Slaapkamers,2,Badkamers,3,Garages,1,Bouwjaar,1954,EPC,273 kWh/m²,Energieklasse,KI,€ 2.549,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHR51,Days: 54,,,,,,
Prijs,€ 25.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Staanplaats (Garage),Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/garage/KHQPB,Days: 55,,,,,,,,,,,,,,,,,
Prijs,€ 170.000,Adres,"Place Joseph Benoît Willems 19, 1020 Laken",Type,Appartement,Woonopp.,op aanvraag »,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,486 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KHQRT,Days: 272,,,,,,,,,,,
Prijs,€ 1.190.000,Adres,"44 rue de Livourne, 1050 Elsene",Type,Woning (Huis),Woonopp.,366 m²,Grondopp.,op aanvraag »,Slaapkamers,5,Tuin,N,Bebouwing,op aanvraag »,Bouwjaar,1890,EPC,263 kWh/m²,Energieklasse,KI,€ 2.370,Vrij op,29/02/2024,https://www.zimmo.be/nl/elsene-1050/te-koop/huis/KHQAH,Days: 228,,,,,
Prijs,€ 149.000,Adres,"Negende Linielaan 37 / 212, 1000 Brussel",Type,Studio met slaaphoek (Appartement),Woonopp.,34 m²,Slaapkamers,op aanvraag »,Badkamers,1,Bouwjaar,2013,EPC,241 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHQ4Z,Days: 289,,,,,,,,,,,,,
Prijs,€ 329.000,Adres,"Avenue de l'Arbre Ballon 129 / 2, 1020 Laken",Type,Appartement,Woonopp.,125 m²,Slaapkamers,3,Badkamers,1,Bouwjaar,op aanvraag »,EPC,235 kWh/m²,Energieklasse,KI,€ 2.041,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KHQ62,Days: 121,,,,,,,,,,,
Prijs,€ 257.000,Adres,"Forumlaan 5, 1020 Laken",Type,Appartement,Woonopp.,85 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1967,EPC,In aanvraag,Energieklasse,KI,€ 850,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KHP6L,Days: 98,,,,,,,,,,,
Prijs,€ 435.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,95 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,In aanvraag,KI,€ 1.565,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHP9E,Days: 90,,,,,,,,,
Prijs,€ 255.000,Adres,"Kiekenmarkt 52 / 519, 1000 Brussel",Type,Appartement,Woonopp.,67 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2014,EPC,229 kWh/m²,Energieklasse,KI,€ 703,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHQ4X,Days: 177,,,,,,,,,,,
Prijs,€ 1.190.000,Adres,"44 rue de Livourne, 1050 Elsene",Type,Woning (Huis),Woonopp.,366 m²,Grondopp.,op aanvraag »,Slaapkamers,5,Tuin,N,Bebouwing,op aanvraag »,Bouwjaar,1890,EPC,263 kWh/m²,Energieklasse,KI,€ 2.370,Vrij op,29/02/2024,https://www.zimmo.be/nl/elsene-1050/te-koop/huis/KHPAP,Days: 119,,,,,
Prijs,€ 595.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Penthouse (Appartement),Woonopp.,170 m²,Slaapkamers,2,Bouwjaar,2020,EPC,137 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHP69,Days: 204,,,,,,,,,,,,,,
Prijs,€ 159.000,Adres,"Barchonstraat 10, 1000 Brussel",Type,Studio met slaaphoek (Appartement),Woonopp.,25 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1874,EPC,475 kWh/m²,Energieklasse,Vrij op,02/09/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHOTO,Days: 281,,,,,,,,,,,
Prijs,€ 169.000,Adres,"Rue du Fossé aux Loups 28C, 1000 Brussel",Type,Studio met slaaphoek (Appartement),Woonopp.,42 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1957,EPC,In aanvraag,Energieklasse,In aanvraag,KI,€ 800,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHOLW,Days: 388,,,,,,,,,,
Prijs,€ 210.000,Adres,"Helihavenlaan 30 / 1, 1000 Brussel",Type,Appartement,Woonopp.,96 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1973,EPC,140 kWh/m²,Energieklasse,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHOKS,Days: 384,,,,,,,,,,,,,
Prijs,€ 350.000,Adres,"Livingstonelaan 6 / A2.2, 1000 Brussel",Type,Appartement,Woonopp.,67 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,2016,EPC,69 kWh/m²,Energieklasse,Vrij op,overeen te komen,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHOJ8,Days: 200,,,,,,,,,,,
Prijs,€ 854.000,Adres,"Rue Duquesnoy 38, 1000 Brussel",Type,Triplex (Appartement),Woonopp.,200 m²,Slaapkamers,4,Badkamers,2,Bouwjaar,1991,EPC,248 kWh/m²,Energieklasse,Vrij op,onmiddellijk,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHOH8,Days: 120,,,,,,,,,
Prijs,€ 945.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,220 m²,Slaapkamers,3,Badkamers,3,Garages,1,Bouwjaar,1930,EPC,251 kWh/m²,Energieklasse,Vrij op,16/08/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHNXF,Days: 123,,,,,,,,
Prijs,€ 169.000,Adres,"Voldersstraat 7, 1000 Brussel",Type,Appartement,Woonopp.,50 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1872,EPC,In aanvraag,Energieklasse,Vrij op,onmiddellijk,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHO91,Days: 506,,,,,,,,,,,
Prijs,€ 22.000,Adres,"Straat niet gekend,",1120 Neder-over-Heembeek,Type,Kelder garage (Garage),Bebouwing,gesloten,Bouwjaar,2019,EPC,In aanvraag,https://www.zimmo.be/nl/neder-over-heembeek-1120/te-koop/garage/KHNLB,Days: 43,,,,,,,,,,,,,,,,,
Prijs,€ 305.000,Adres,"Straat niet gekend,",1020 Laken,Type,Appartement,Woonopp.,84 m²,Slaapkamers,2,Badkamers,1,Garages,1,Bouwjaar,2020,EPC,111 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KHMAV,Days: 340,,,,,,,,
Prijs,€ 1.095.000,Adres,"Straat niet gekend,",1020 Laken,Type,Appartement,Woonopp.,530 m²,Slaapkamers,op aanvraag »,Bouwjaar,op aanvraag »,EPC,500 kWh/m²,Energieklasse,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KHNK9,Days: 57,,,,,,,,,,,,,,
Prijs,€ 250.000,Adres,"Bd. du midi 41, 1000 Brussel",Type,Handelspand met woonst (Bedrijfsvastgoed),Woonopp.,90 m²,Grondopp.,op aanvraag »,Handelsopp.,70 m²,Badkamers,1,Bebouwing,gesloten,Bouwjaar,op aanvraag »,EPC,In aanvraag,Energieklasse,In aanvraag,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KHLWW,Days: 175,,,,,,
Prijs,€ 630.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,145 m²,Slaapkamers,3,Bouwjaar,2001,EPC,231 kWh/m²,Energieklasse,Vrij op,onmiddellijk,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHLXA,Days: 111,,,,,,,,,,,,
Prijs,€ 746.000,Adres,"Drève Du Parc - Parkdreef 45, 1000 Brussel",Type,Appartement,Woonopp.,161 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,2025,EPC,In aanvraag,Energieklasse,In aanvraag,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KE5GU,Days: 35,,,,,,,,,,,,
Prijs,€ 750.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Commercieel Gebouw (Bedrijfsvastgoed),Woonopp.,240 m²,Grondopp.,83 m²,Handelsopp.,op aanvraag »,Badkamers,5,Garages,1,Bebouwing,op aanvraag »,Bouwjaar,op aanvraag »,EPC,306 kWh/m²,Energieklasse,KI,€ 1.026,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KHLM9,Days: 58,,,,
Prijs,€ 239.000,Adres,"Square Ambiorix 40, 1000 Brussel",Type,Appartement,Woonopp.,62 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1972,EPC,206 kWh/m²,Energieklasse,KI,€ 1.132,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHLFO,Days: 177,,,,,,,,,
Prijs,€ 290.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,60 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,op aanvraag »,EPC,161 kWh/m²,Energieklasse,Vrij op,12/09/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHL7U,Days: 107,,,,,,,,,,
Prijs,€ 487.000,Adres,"Maria-Christinastraat 5, 1020 Laken",Type,Woning (Huis),Woonopp.,185 m²,Grondopp.,81 m²,Slaapkamers,4,Badkamers,3,Bebouwing,gesloten,Bouwjaar,1900,EPC,213 kWh/m²,Energieklasse,KI,€ 1.928,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KHL5M,Days: 117,,,
Prijs,€ 487.000,Adres,"Maria-Christinastraat 5, 1020 Laken",Type,Gemengd gebruik (Huis),Woonopp.,185 m²,Grondopp.,81 m²,Slaapkamers,4,Badkamers,3,Bebouwing,gesloten,Bouwjaar,1900,EPC,213 kWh/m²,Energieklasse,KI,€ 1.928,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KHL5O,Days: 44,,,
Prijs,€ 450.000,Adres,"Rue Stephanie 8, 1020 Laken",Type,Woning (Huis),Woonopp.,210 m²,Grondopp.,225 m²,Slaapkamers,4,Badkamers,3,Bebouwing,gesloten,Bouwjaar,1913,EPC,209 kWh/m²,Energieklasse,KI,€ 1.399,Vrij op,01/01/2024,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KHL40,Days: 253,,,,,
Prijs,€ 487.000,Adres,"Maria-Christinastraat 5, 1020 Laken",Type,Woning (Huis),Woonopp.,185 m²,Grondopp.,81 m²,Slaapkamers,4,Badkamers,3,Bebouwing,gesloten,Bouwjaar,1900,EPC,213 kWh/m²,Energieklasse,KI,€ 1.928,Vrij op,bij akte na betaling,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/laken-1020/te-koop/huis/KHL5P,Days: 46,,,
Prijs,€ 199.000,Adres,"Place Joseph Benoît Willems 54, 1020 Laken",Type,Appartement,Woonopp.,92 m²,Slaapkamers,2,Badkamers,1,Tuin,Z,Bouwjaar,1964,EPC,136 kWh/m²,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KHKSG,Days: 820,,,,,,,,,
Prijs,€ 251.500,Adres,"Papenvest 14, 1000 Brussel",Type,Appartement,Woonopp.,60 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1971,EPC,In aanvraag,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHKXJ,Days: 158,,,,,,,,,,,
Prijs,€ 650.000,Adres,"Rue de Commerce 124, 1000 Brussel",Type,Kantoorruimte (Bedrijfsvastgoed),Woonopp.,276 m²,Grondopp.,276 m²,Handelsopp.,op aanvraag »,Bebouwing,op aanvraag »,Bouwjaar,1966,EPC,0 kWh/m²,Energieklasse,In aanvraag,Vrij op,15/03/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KHJOZ,Days: 46,,,,,,,,
Prijs,€ 230.000,Adres,"Avenue du Forum 13 / 34, 1020 Laken",Type,Appartement,Woonopp.,91 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,1977,EPC,158 kWh/m²,Energieklasse,KI,€ 1.514,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KHK75,Days: 412,,,,,,,,,
Prijs,€ 244.000,Adres,"Papenvest 14, 1000 Brussel",Type,Appartement,Woonopp.,65 m²,Slaapkamers,1,Badkamers,1,Bouwjaar,1971,EPC,In aanvraag,Energieklasse,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHJXA,Days: 137,,,,,,,,,,,
Prijs,€ 365.000,Adres,"Rue de Commerce 124, 1000 Brussel",Type,Kantoorruimte (Bedrijfsvastgoed),Woonopp.,144 m²,Grondopp.,144 m²,Handelsopp.,op aanvraag »,Bebouwing,op aanvraag »,Bouwjaar,1966,EPC,0 kWh/m²,Energieklasse,In aanvraag,Vrij op,15/03/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KHJOW,Days: 36,,,,,,,,
Prijs,€ 450.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Duplex (Appartement),Woonopp.,132 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,op aanvraag »,EPC,149 kWh/m²,Energieklasse,KI,€ 1.567,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHJLS,Days: 164,,,,,,,,,,
Prijs,€ 285.000,Adres,"Rue de Commerce 124, 1000 Brussel",Type,Kantoorruimte (Bedrijfsvastgoed),Woonopp.,132 m²,Grondopp.,132 m²,Handelsopp.,op aanvraag »,Bebouwing,op aanvraag »,Bouwjaar,1966,EPC,0 kWh/m²,Energieklasse,In aanvraag,Vrij op,15/03/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/bedrijfsvastgoed/KHJOT,Days: 71,,,,,,,,
Prijs,€ 440.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Duplex (Appartement),Woonopp.,115 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2005,EPC,146 kWh/m²,Energieklasse,KI,€ 1.801,Vrij op,01/01/2024,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHJK6,Days: 80,,,,,,
Prijs,€ 995.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Woning (Huis),Woonopp.,334 m²,Grondopp.,770 m²,Slaapkamers,6,Badkamers,2,Garages,1,Bebouwing,halfopen,Bouwjaar,1940,EPC,481 kWh/m²,Energieklasse,KI,€ 3.544,Vrij op,bij akte na betaling,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KHJKB,Days: 171,,
Prijs,€ 775.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,124 m²,Slaapkamers,2,Badkamers,2,Garages,1,Bouwjaar,2016,EPC,81 kWh/m²,Energieklasse,KI,€ 3.763,Vrij op,14/07/2023,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHIXU,Days: 129,,,,,,
Prijs,€ 395.000,Adres,"Emile De Motlaan 19 / A02, 1050 Elsene",Type,Studio met slaaphoek (Appartement),Woonopp.,"48,70 m²",Slaapkamers,op aanvraag »,Badkamers,1,Garages,1,Bouwjaar,2023,EPC,75 kWh/m²,Energieklasse,Vrij op,01/08/2025,https://www.zimmo.be/nl/elsene-1050/te-koop/appartement/KHIO1,Days: 69,,,,,,,,,
Prijs,€ 1.410.000,Adres,"Emile De Motlaan 19 / A61, 1050 Elsene",Type,Appartement,Woonopp.,184 m²,Slaapkamers,3,Badkamers,2,Garages,1,Bouwjaar,2023,EPC,45 kWh/m²,Energieklasse,Vrij op,01/08/2025,https://www.zimmo.be/nl/elsene-1050/te-koop/appartement/KHINY,Days: 17,,,,,,,,,
Prijs,€ 20.600,Adres,"rue Eliane Vogel Polsky 23, 1020 Laken",Type,Kelder garage (Garage),Bebouwing,op aanvraag »,Bouwjaar,2020,EPC,In aanvraag,Vrij op,17/07/2023,https://www.zimmo.be/nl/laken-1020/te-koop/garage/KHINN,Days: 33,,,,,,,,,,,,,,,,
Prijs,€ 206.000,Adres,"rue Eliane Vogel Polsky 23, 1020 Laken",Type,Kelder garage (Garage),Bebouwing,op aanvraag »,Bouwjaar,2020,EPC,In aanvraag,Vrij op,17/07/2023,https://www.zimmo.be/nl/laken-1020/te-koop/garage/KHINO,Days: 26,,,,,,,,,,,,,,,,
Prijs,€ 995.000,Adres,"Avenue de la Forêt 190, 1000 Brussel",Type,Woning (Huis),Woonopp.,285 m²,Grondopp.,771 m²,Slaapkamers,6,Badkamers,2,Garages,1,Bebouwing,halfopen,Bouwjaar,1937,EPC,481 kWh/m²,Energieklasse,KI,€ 3.544,Vrij op,onmiddellijk,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KHINK,Days: 82,
Prijs,€ 410.000,Adres,"Steenbakkerijstraat 44-46, 1000 Brussel",Type,Appartement,Woonopp.,139 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,2023,EPC,75 kWh/m²,Energieklasse,KI,€ 1.900,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHHUS,Days: 248,,,,,,,,,,,
Prijs,€ 340.000,Adres,"Steenbakkerijstraat 44-46, 1000 Brussel",Type,Appartement,Woonopp.,116 m²,Slaapkamers,2,Badkamers,1,Bouwjaar,2023,EPC,75 kWh/m²,Energieklasse,KI,€ 1.750,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHHUR,Days: 268,,,,,,,,,,,
Prijs,€ 410.000,Adres,"Steenbakkerijstraat 44-46, 1020 Laken",Type,Appartement,Woonopp.,139 m²,Slaapkamers,3,Badkamers,2,Bouwjaar,2023,EPC,75 kWh/m²,Energieklasse,KI,€ 1.900,https://www.zimmo.be/nl/laken-1020/te-koop/appartement/KHHUQ,Days: 76,,,,,,,,,,,
Prijs,€ 1.890.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Herenwoning (Huis),Woonopp.,400 m²,Grondopp.,op aanvraag »,Slaapkamers,6,Badkamers,3,Garages,1,Bebouwing,gesloten,Bouwjaar,1925,EPC,215 kWh/m²,Energieklasse,Vrij op,onmiddellijk,Virtueel bezoek,Klik hier,https://www.zimmo.be/nl/brussel-1000/te-koop/huis/KHHRP,Days: 212,,
Prijs,€ 740.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,"114,29 m²",Slaapkamers,2,Badkamers,2,Garages,1,Bouwjaar,2023,EPC,50 kWh/m²,Energieklasse,Vrij op,01/05/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHHEA,Days: 54,,,,,,,,
Prijs,€ 625.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,"110,25 m²",Slaapkamers,2,Badkamers,2,Garages,1,Bouwjaar,2024,EPC,50 kWh/m²,Energieklasse,Vrij op,01/05/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHHE9,Days: 65,,,,,,,,
Prijs,€ 660.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,"110,74 m²",Slaapkamers,2,Badkamers,2,Garages,1,Bouwjaar,2024,EPC,50 kWh/m²,Energieklasse,Vrij op,01/05/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHHE4,Days: 35,,,,,,,,
Prijs,€ 720.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,"114,04 m²",Slaapkamers,2,Badkamers,2,Garages,1,Bouwjaar,2023,EPC,In aanvraag,Energieklasse,Vrij op,01/05/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHHE8,Days: 35,,,,,,,,
Prijs,€ 890.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,145 m²,Slaapkamers,3,Badkamers,2,Garages,1,Bouwjaar,2024,EPC,50 kWh/m²,Energieklasse,Vrij op,01/05/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHHE3,Days: 37,,,,,,,,
Prijs,€ 670.000,Adres,"Straat niet gekend,",1000 Brussel,Type,Appartement,Woonopp.,"114,29 m²",Slaapkamers,2,Badkamers,2,Garages,1,Bouwjaar,2024,EPC,50 kWh/m²,Energieklasse,Vrij op,01/05/2024,https://www.zimmo.be/nl/brussel-1000/te-koop/appartement/KHHE5,Days: 38,,,,,,,,
